"cnpj";"razao_social";"nome_fantasia";"abertura";"situacao";"tipo";"porte";"telefone";"email";"logradouro";"numero";"bairro";"municipio";"uf";"cep";"cnae_principal";"cnae_principal_desc";"cnaes_secundarios";"socios"
"24.984.605/0001-22";"OPERACIONAL ZERO 1 INDUSTRIA E COMERCIO DE ARTIGOS E ACESSORIOS MILITARES LTDA.";"OPERACIONAL ZERO 1";"2016-06-11";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(17) 9740-1296";"vendas@operacionalzero1.com.br";"AVENIDA ANTONIO MARQUES DE FREITAS";"350";"RESIDENCIAL MENEZES 2";"BADY BASSITT";"SP";"15.115-0";"14.13-4-01";"Confecção de roupas profissionais, exceto sob medida";"14.13-4-03 - Facção de roupas profissionais; 15.21-1-00 - Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material; 32.99-0-99 - Fabricação de produtos diversos não especificados anteriormente; 46.42-7-02 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho; 46.43-5-01 - Comércio atacadista de calçados; 46.45-1-01 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios; 46.49-4-99 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente; 46.63-0-00 - Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças; 47.52-1-00 - Comércio varejista especializado de equipamentos de telefonia e comunicação; 47.53-9-00 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo; 47.54-7-01 - Comércio varejista de móveis; 47.59-8-01 - Comércio varejista de artigos de tapeçaria, cortinas e persianas; 47.63-6-02 - Comércio varejista de artigos esportivos; 47.63-6-04 - Comércio varejista de artigos de caça, pesca e camping; 47.73-3-00 - Comércio varejista de artigos médicos e ortopédicos; 47.81-4-00 - Comércio varejista de artigos do vestuário e acessórios; 47.89-0-09 - Comércio varejista de armas e munições; 73.19-0-02 - Promoção de vendas";"WAGNER LUIZ FERREIRA"
"25.281.415/0001-01";"JUPTER ENERGY GESTAO DE ENERGIA ELETRICA LTDA";"ENERGETICA SERVICOS DE ENERGIA LTDA";"2016-07-25";"ATIVA";"MATRIZ";"DEMAIS";"(11) 3862-0647 / (11";"otaviopacheco@mooreev.com";"RUA DESEM ELISEU GUILHERME";"53";"PARAISO";"SAO PAULO";"SP";"04.004-0";"35.13-1-00";"Comércio atacadista de energia elétrica";"70.20-4-00 - Atividades de consultoria em gestão empresarial; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis";"LOTUS ADMINISTRACAO E PARTICIPACOES LTDA; OTAVIO HENRIQUE PACHECO"
"25.370.971/0001-54";"ENFORCE GESTAO DE ATIVOS S.A.";"ENFORCE COMMUNITY";"2016-08-04";"ATIVA";"MATRIZ";"DEMAIS";"(19) 2104-0350";"financeiro@enforcegroup.com.br";"AVENIDA CARLOS GRIMALDI";"1701";"JARDIM CONCEICAO";"CAMPINAS";"SP";"13.091-0";"82.91-1-00";"Atividades de cobrança e informações cadastrais";"68.22-6-00 - Gestão e administração da propriedade imobiliária; 70.20-4-00 - Atividades de consultoria em gestão empresarial; 68.21-8-01 - Corretagem na compra e venda e avaliação de imóveis; 64.62-0-00 - Holdings de instituições não-financeiras";"ANDRE BORTOLASO STIEVANO; RICARDO LOPES CARDOSO; OTAVIO RIBEIRO COUTINHO CARNEIRO"
"27.068.409/0001-04";"CTRL + PLAY FRANQUIAS LTDA";"CTRL PLAY FRANQUIAS";"2017-02-09";"ATIVA";"MATRIZ";"DEMAIS";"(11) 3053-3811 / (11";"domiciliojudicial@cna.com.br";"AVENIDA PAULISTA";"1294";"BELA VISTA";"SAO PAULO";"SP";"01.310-9";"47.61-0-01";"Comércio varejista de livros";"47.59-8-99 - Comércio varejista de outros artigos de uso doméstico não especificados anteriormente; 47.61-0-03 - Comércio varejista de artigos de papelaria; 47.81-4-00 - Comércio varejista de artigos do vestuário e acessórios; 58.11-5-00 - Edição de livros; 58.21-2-00 - Edição integrada à impressão de livros; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente; 77.40-3-00 - Gestão de ativos intangíveis não-financeiros; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial; 85.99-6-99 - Outras atividades de ensino não especificadas anteriormente";"HENRIQUE RIFE NOBREGA; EDUARDO MURIN COUTINHO DE SOUZA; EDITORA CNA CULTURAL NORTE AMERICANO S/A; JOSE CARLOS DE SOUZA; DECIO CASAREJOS PECIN JUNIOR"
"29.287.343/0001-60";"AOKI SISTEMAS INTELIGENTES LTDA";"";"2017-12-18";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 3325-9211 / (19";"societario@contmaisassessoria.com.br";"RUA GUSTAVO AMBRUST";"36";"NOVA CAMPINAS";"CAMPINAS";"SP";"13.092-1";"62.03-1-00";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação";"SONIA MISSAE KUNINARI; OSVALDO LUIS AOKI"
"29.653.439/0001-03";"GENSA SERVICOS DIGITAIS S/A EM LIQUIDACAO";"GENBIT";"2018-02-02";"INAPTA";"MATRIZ";"DEMAIS";"(19) 3115-3000";"nivaldo.gonzaga71@gmail.com";"RUA UMBU";"68";"LOTEAMENTO ALPHAVILLE CAMPINAS";"CAMPINAS";"SP";"13.098-3";"00.00-0-00";"********";"00.00-0-00 - Não informada";"GABRIEL TOMAZ BARBOSA; DAVI MACIEL DE OLIVEIRA; NIVALDO GONZAGA DOS SANTOS"
"29.654.819/0001-54";"LHT INTERMEDIACAO DE NEGOCIOS DIGITAL LTDA";"LHT DIGITAL";"2018-02-08";"INAPTA";"MATRIZ";"MICRO EMPRESA";"(19) 3324-7622";"arnaldo@planconsultoria.com";"RUA EMBIRUCU";"250";"LOTEAMENTO ALPHAVILLE CAMPINAS";"CAMPINAS";"SP";"13.098-3";"00.00-0-00";"********";"00.00-0-00 - Não informada";"LUCIANA JANUARIO OLIVEIRA; HELAINE CRISTINA MAGALHAES DA COSTA"
"30.697.589/0001-90";"UPLEVEL MARKETING LTDA";"";"2018-06-13";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3800-7033";"contato@uplevelbrasil.com.br";"RUA DOUTOR JOSE PINTO DE MOURA";"80";"JARDIM NOVO BOTAFOGO";"CAMPINAS";"SP";"13.070-2";"73.19-0-03";"Marketing direto";"73.12-2-00 - Agenciamento de espaços para publicidade, exceto em veículos de comunicação; 73.19-0-99 - Outras atividades de publicidade não especificadas anteriormente; 73.11-4-00 - Agências de publicidade";"FERNANDO MENDES VON GROLL; FELIPE CASSIO CAMPANA JACOBINI"
"31.565.104/0021-10";"PEPSICO DO BRASIL LTDA";"";"1996-06-05";"ATIVA";"FILIAL";"DEMAIS";"(11) 3905-5000 / (11";"regulatorio@pepsico.com";"AVENIDA PRES JUSCELINO KUBITSCHEK";"180";"VILA NOVA CONCEICAO";"SAO PAULO";"SP";"04.543-0";"82.11-3-00";"Serviços combinados de escritório e apoio administrativo";"00.00-0-00 - Não informada";""
"32.568.059/0001-77";"OCNA BRASIL ARTIGOS E ACESSORIOS DO VESTUARIO LTDA";"OCNA";"2019-01-25";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3709-7784";"lila@ocnabrasil.com";"AV SANTA ISABEL";"677";"BARAO GERALDO";"CAMPINAS";"SP";"13.084-0";"14.12-6-01";"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida";"13.51-1-00 - Fabricação de artefatos têxteis para uso doméstico; 46.42-7-01 - Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança; 47.55-5-03 - Comercio varejista de artigos de cama, mesa e banho; 47.81-4-00 - Comércio varejista de artigos do vestuário e acessórios";"LILIANA LUCIA OLIVEIRA CARDOSO DE ALMEIDA; MARCO ANTONIO AZEVEDO DE ALMEIDA"
"33.050.196/0001-88";"COMPANHIA PAULISTA DE FORCA E LUZ";"";"1966-08-01";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3756-8020";"backofficetributario@cpfl.com.br";"R JORGE DE FIGUEIREDO CORREA";"1632";"JARDIM PROFESSORA TARCILIA";"CAMPINAS";"SP";"13.087-3";"35.14-0-00";"Distribuição de energia elétrica";"00.00-0-00 - Não informada";"ROBERTO SARTORI; GUSTAVO KODAMA UEMURA; YUNWEI LIU; HONG ZHA; OSVANIL OLIVEIRA PEREIRA; JAIRO EDUARDO DE BARROS ALVARES; FLAVIO HENRIQUE RIBEIRO; MINGYAN LIU"
"33.060.716/0002-14";"TMD FRICTION DO BRASIL S.A.";"TMD FRICTION";"2016-02-03";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3894-9703";"fiscal.tmd@tmdfriction.com";"R DAS NACOES UNIDAS";"2687";"OLARIA";"SALTO";"SP";"13.329-3";"29.43-3-00";"Fabricação de peças e acessórios para o sistema de freios de veículos automotores";"19.22-5-99 - Fabricação de outros produtos derivados do petróleo, exceto produtos do refino; 71.12-0-00 - Serviços de engenharia; 71.20-1-00 - Testes e análises técnicas; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo";"RAFAEL COUTINHO FRUGIS; EDILSON JOSE JAQUETTO; REDNER JAIME DE ALMEIDA SILVA"
"33.372.251/0062-78";"IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA";"";"1971-03-26";"ATIVA";"FILIAL";"DEMAIS";"(11) 2132-3053";"ibmevoce@br.ibm.com";"ROD JORNALISTA FRANCISCO AGUIRRE PROENCA";"S/N";"CHACARAS ASSAY";"HORTOLANDIA";"SP";"13.186-5";"47.51-2-01";"Comércio varejista especializado de equipamentos e suprimentos de informática";"62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 82.20-2-00 - Atividades de teleatendimento; 86.30-5-03 - Atividade médica ambulatorial restrita a consultas; 86.30-5-99 - Atividades de atenção ambulatorial não especificadas anteriormente";""
"33.434.958/0001-40";"LOGIC SOLUCOES LTDA";"";"2019-04-23";"BAIXADA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 3231-4050";"logicsaude@gmail.com";"AVENIDA FRANCISCO GLICERIO";"1058";"CENTRO";"CAMPINAS";"SP";"13.012-1";"00.00-0-00";"********";"00.00-0-00 - Não informada";"MILENA VIEIRA DE OLIVEIRA"
"33.621.286/0001-81";"CAROLINE IKUTA PISETTA 31135143803";"BIOTECHFISH";"2019-05-14";"BAIXADA";"MATRIZ";"MICRO EMPRESA";"(11) 2597-3668";"biotechfish@gmail.com";"RUA Liberdade";"952";"Centro";"UBATUBA";"SP";"11.680-0";"00.00-0-00";"********";"00.00-0-00 - Não informada";""
"35.855.687/0001-21";"VLADIMIR JOSE DE ALMEIDA LIMITADA";"";"2019-12-27";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(16) 3301-9200";"visao@araraquara.com.br";"RUA BENTO DE BARROS";"532";"VILA XAVIER (VILA XAVIER)";"ARARAQUARA";"SP";"14.810-0";"62.09-1-00";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 62.04-0-00 - Consultoria em tecnologia da informação; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 85.99-6-03 - Treinamento em informática";"VLADIMIR JOSE DE ALMEIDA"
"36.752.843/0001-91";"MSB SOLUCOES DE SOFTWARE LTDA";"";"2020-03-23";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 9972-5198";"manuella.rochabrito@gmail.com";"RUA CONCEICAO";"233";"CENTRO";"CAMPINAS";"SP";"13.010-0";"62.01-5-01";"Desenvolvimento de programas de computador sob encomenda";"62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 62.04-0-00 - Consultoria em tecnologia da informação; 70.20-4-00 - Atividades de consultoria em gestão empresarial; 71.12-0-00 - Serviços de engenharia; 73.11-4-00 - Agências de publicidade";"BRUNO TORRES SACCO; MANUELLA DA ROCHA BRITO SACCO"
"38.733.648/0052-90";"EDITORA E DISTRIBUIDORA EDUCACIONAL S/A";"";"2014-11-27";"ATIVA";"FILIAL";"DEMAIS";"(11) 4383-8445 / (31";"tributario@kroton.com.br";"ALAMEDA SANTOS";"960";"CERQUEIRA CESAR";"SAO PAULO";"SP";"01.418-0";"85.32-5-00";"Educação superior - graduação e pós-graduação";"00.00-0-00 - Não informada";""
"39.969.361/0001-86";"SINTONIA SERVICOS DE PSICOLOGIA E TRATAMENTO PARA TEA LTDA";"";"2020-12-01";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3579-8606";"societario@gmcontabil.com.br";"RUA JOSE DE ALMEIDA";"100";"JARDIM BOM RETIRO";"CAMPINAS";"SP";"13.092-4";"86.50-0-03";"Atividades de psicologia e psicanálise";"86.50-0-05 - Atividades de terapia ocupacional; 86.50-0-06 - Atividades de fonoaudiologia";"ROBERTA DE HOLLANDA CAVALCANTI CORREA"
"40.504.325/0002-07";"KYNDRYL BRASIL SERVICOS LTDA.";"";"2021-04-22";"ATIVA";"FILIAL";"DEMAIS";"(11) 8983-7553";"edmarlys@kyndryl.com";"ROD JORNALISTA FRANCISCO AGUIRRE PROENCA, KM 09";"S/N";"CHACARAS ASSAY";"HORTOLANDIA";"SP";"13.186-9";"47.51-2-01";"Comércio varejista especializado de equipamentos e suprimentos de informática";"33.14-7-10 - Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente; 33.21-0-00 - Instalação de máquinas e equipamentos industriais; 33.29-5-99 - Instalação de outros equipamentos não especificados anteriormente; 43.21-5-00 - Instalação e manutenção elétrica; 46.14-1-00 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves; 46.51-6-01 - Comércio atacadista de equipamentos de informática; 46.51-6-02 - Comércio atacadista de suprimentos para informática; 46.69-9-99 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças; 62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 62.04-0-00 - Consultoria em tecnologia da informação; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 63.99-2-00 - Outras atividades de prestação de serviços de informação não especificadas anteriormente; 70.20-4-00 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica; 72.10-0-00 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais; 74.90-1-01 - Serviços de tradução, interpretação e similares; 77.39-0-99 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador; 78.10-8-00 - Seleção e agenciamento de mão-de-obra; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 82.30-0-01 - Serviços de organização de feiras, congressos, exposições e festas; 82.99-7-99 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente; 85.99-6-03 - Treinamento em informática; 85.99-6-99 - Outras atividades de ensino não especificadas anteriormente; 86.30-5-03 - Atividade médica ambulatorial restrita a consultas; 95.11-8-00 - Reparação e manutenção de computadores e de equipamentos periféricos; 95.12-6-00 - Reparação e manutenção de equipamentos de comunicação; 95.21-5-00 - Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico";""
"40.997.367/0001-46";"AUTONOMUS VISION - SERVICOS DE DESENVOLVIMENTO E TECNOLOGIA DA INFORMACAO LTDA";"ZIONS ROBOTICS AND TECHNOLOGIES";"2021-02-25";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3090-2255";"campala@campala.com.br";"R ANDRE GONCALVES";"130";"PARQUE TAQUARAL";"CAMPINAS";"SP";"13.087-1";"62.09-1-00";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"61.90-6-99 - Outras atividades de telecomunicações não especificadas anteriormente; 62.04-0-00 - Consultoria em tecnologia da informação; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 63.99-2-00 - Outras atividades de prestação de serviços de informação não especificadas anteriormente; 77.39-0-99 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador; 85.99-6-99 - Outras atividades de ensino não especificadas anteriormente";"ALAN FERREIRA PINHEIRO TAVARES; CESAR HENRIQUE CORDOVA QUIROZ; ALEXANDRE MONTEIRO RIBEIRO; GUSTAVO SANTOS SILVA; RANDERSON ARAUJO DE LEMOS"
"42.310.177/0039-07";"TROPICAL TRANSPORTES IPIRANGA LTDA";"";"1989-06-20";"BAIXADA";"FILIAL";"DEMAIS";"(21) 2574-6311 / (19";"act@ipiranga.com.br";"AVENIDA SIDNEY CARDON DE OLIVEIRA";"2523";"CASCATA";"PAULINIA";"SP";"13.146-0";"00.00-0-00";"********";"00.00-0-00 - Não informada";""
"43.818.418/0009-70";"NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA LTDA";"";"2017-11-22";"ATIVA";"FILIAL";"DEMAIS";"(11) 4589-4721";"taxbrasil@nouryon.com";"RODOVIA AKZO NOBEL";"707";"SAO ROQUE DA CHAVE";"ITUPEVA";"SP";"13.295-0";"20.29-1-00";"Fabricação de produtos químicos orgânicos não especificados anteriormente";"20.51-7-00 - Fabricação de defensivos agrícolas; 20.99-1-99 - Fabricação de outros produtos químicos não especificados anteriormente; 46.37-1-99 - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente; 46.63-0-00 - Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças; 46.83-4-00 - Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo; 46.84-2-99 - Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente; 82.99-7-99 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";""
"43.996.693/0001-27";"PPG INDUSTRIAL DO BRASIL - TINTAS E VERNIZES - LTDA.";"";"1974-01-07";"ATIVA";"MATRIZ";"DEMAIS";"(19) 2103-6171/ (19)";"fiscal@ppg.com";"ROD ANHANGUERA";"S/NR";"JARDIM SO JUDAS TADEU";"SUMARE";"SP";"13.180-9";"20.71-1-00";"Fabricação de tintas, vernizes, esmaltes e lacas";"23.19-2-00 - Fabricação de artigos de vidro (Dispensada *); 25.39-0-02 - Serviços de tratamento e revestimento em metais; 43.30-4-04 - Serviços de pintura de edifícios em geral; 46.79-6-01 - Comércio atacadista de tintas, vernizes e similares; 46.79-6-03 - Comércio atacadista de vidros, espelhos, vitrais e molduras; 64.63-8-00 - Outras sociedades de participação, exceto holdings; 71.20-1-00 - Testes e análises técnicas (Dispensada *); 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente (Dispensada *)";"MARIZETH DE PADUA DE CARVALHO; MARCELO DINIZ CARNEIRO; PPG HOLDINGS LATIN AMERICA (USA) LLC; PPG LUXEMBOURG HOLDINGS SA RL"
"44.589.885/0001-81";"BUCKMAN LABORATORIOS LTDA";"";"1971-11-26";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3864-5032";"tnprado@buckman.com";"ROD VIA ANHANGUERA";"S/N";"MATAO";"SUMARE";"SP";"13.181-9";"20.99-1-99";"Fabricação de outros produtos químicos não especificados anteriormente";"71.20-1-00 - Testes e análises técnicas (Dispensada *)";"BULAB HOLDINGS, INCORPORATED; SERGIO RICARDO FERREIRA DOS REIS"
"45.990.181/0001-89";"ROBERT BOSCH LIMITADA";"";"1966-07-21";"ATIVA";"MATRIZ";"DEMAIS";"(19) 2103-1954";"cadastro.tributario@br.bosch.com";"ROD ANHANGUERA KM 98";"SN";"JARDIM EULINA";"CAMPINAS";"SP";"13.065-9";"29.41-7-00";"Fabricação de peças e acessórios para o sistema motor de veículos automotores";"18.30-0-03 - Reprodução de software em qualquer suporte; 23.99-1-02 - Fabricação de abrasivos; 25.39-0-02 - Serviços de tratamento e revestimento em metais; 26.10-8-00 - Fabricação de componentes eletrônicos; 26.40-0-00 - Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo; 26.51-5-00 - Fabricação de aparelhos e equipamentos de medida, teste e controle; 27.90-2-99 - Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente; 28.21-6-01 - Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios; 28.29-1-99 - Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios; 28.40-2-00 - Fabricação de máquinas-ferramenta, peças e acessórios; 28.61-5-00 - Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta; 28.62-3-00 - Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios; 28.69-1-00 - Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios; 31.02-1-00 - Fabricação de móveis com predominância de metal; 33.12-1-02 - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle; 33.14-7-10 - Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente; 33.14-7-99 - Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente; 33.19-8-00 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente; 33.21-0-00 - Instalação de máquinas e equipamentos industriais; 46.42-7-02 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho; 46.63-0-00 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças; 46.72-9-00 - Comércio atacadista de ferragens e ferramentas; 46.81-8-05 - Comércio atacadista de lubrificantes; 62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 70.20-4-00 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica; 71.12-0-00 - Serviços de engenharia; 71.20-1-00 - Testes e análises técnicas; 73.20-3-00 - Pesquisas de mercado e de opinião pública; 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente; 80.20-0-01 - Atividades de monitoramento de sistemas de segurança eletrônico; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 82.20-2-00 - Atividades de teleatendimento; 82.99-7-99 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"SHEILA CRISTINA BUENO PIERONI PEREIRA; ANDRE AUGUSTO GARCEZ BERTOLIN; ROBERT BOSCH INVESTMENT NEDERLAND B V; ROBERT BOSCH GMBH; EDUARDO GASTON DIAZ PEREZ"
"46.041.265/0001-39";"SOCIEDADE DE INSTRUCAO E LEITURA";"";"1966-09-14";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3303-1289 / (01";"colegio@riobranco.org.br";"RUA CECILIA FERES ZOGBI";"S/N";"BARAO GERALDO";"CAMPINAS";"SP";"13.085-3";"85.13-9-00";"Ensino fundamental";"85.20-1-00 - Ensino médio";"PEDRO JOSE WINTERSTEIN"
"46.068.425/0001-33";"UNIVERSIDADE ESTADUAL DE CAMPINAS";"";"1968-01-12";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3521-4424/ (19)";"coordenadoria@dga.unicamp.br";"R DA REITORIA";"S/N";"CIDADE UNIVERSITARIA";"CAMPINAS";"SP";"13.083-8";"85.32-5-00";"Educação superior - graduação e pós-graduação";"86.10-1-02 - Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências";""
"48.197.859/0001-69";"INFORMATICA DE MUNICIPIOS ASSOCIADOS S/A";"";"1976-09-20";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3755-6500";"ima@ima.sp.gov.br";"AV BENEDITO DE CAMPOS";"853";"JARDIM DO TREVO";"CAMPINAS";"SP";"13.030-1";"62.09-1-00";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"18.13-0-99 - Impressão de material para outros usos; 18.22-9-99 - Serviços de acabamentos gráficos, exceto encadernação e plastificação; 42.21-9-04 - Construção de estações e redes de telecomunicações; 43.21-5-00 - Instalação e manutenção elétrica; 47.51-2-01 - Comércio varejista especializado de equipamentos e suprimentos de informática; 58.12-3-01 - Edição de jornais diários; 59.11-1-02 - Produção de filmes para publicidade; 59.11-1-99 - Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente; 61.10-8-01 - Serviços de telefonia fixa comutada - STFC; 61.10-8-03 - Serviços de comunicação multimídia - SCM; 61.90-6-01 - Provedores de acesso às redes de comunicações; 61.90-6-99 - Outras atividades de telecomunicações não especificadas anteriormente; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.04-0-00 - Consultoria em tecnologia da informação; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 68.10-2-01 - Compra e venda de imóveis próprios; 68.10-2-02 - Aluguel de imóveis próprios; 68.22-6-00 - Gestão e administração da propriedade imobiliária; 73.11-4-00 - Agências de publicidade; 77.33-1-00 - Aluguel de máquinas e equipamentos para escritórios; 82.19-9-99 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente; 82.20-2-00 - Atividades de teleatendimento; 82.99-7-99 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"RODOLFO COVER DE SANTI; ELIAS TAVARES BEZERRA; HENRIQUE DIAS DOS REIS; MICHELLE CRISTIANE LOPES; MAURILEI PEREIRA; JOAO AYRES RABELLO FILHO; ADRIANA ALVES MARTINS; MAURICIO DE LAZZARI BARBOSA; AURILIO SERGIO COSTA CAIADO; CHRISTIANO BIGGI DIAS; ARY JAMES PISSINATTO"
"48.539.407/0029-19";"BASF SA";"";"2007-02-07";"BAIXADA";"FILIAL";"DEMAIS";"(11) 2039-3778 / (11";"fiscal@basf.com";"RODOVIA SP 73";"5756";"CALDEIRA";"INDAIATUBA";"SP";"13.330-9";"00.00-0-00";"********";"00.00-0-00 - Não informada";""
